City,toStation,Area,Age,Price
ChuoKU,1,20,17,2000
ChuoKU,1,20,17,2000
ChuoKU,2,20,17,2000
ChuoKU,2,20,17,2000
ChuoKU,2,20,17,2000
ChuoKU,3,20,17,2000
ChuoKU,3,20,17,2000
ChuoKU,4,20,17,2000
ChuoKU,2,20,16,2000
ChuoKU,2,20,14,2000
NerimaKU,3,20,18,2000
NerimaKU,5,20,18,2000
NerimaKU,7,20,18,2000
NerimaKU,8,20,18,2000
NerimaKU,8,20,18,2000
NerimaKU,1,20,15,2000
NerimaKU,1,20,15,2000
NerimaKU,4,20,14,2000
NerimaKU,5,20,14,2000
NerimaKU,7,20,14,2000
NerimaKU,4,20,13,2000
NerimaKU,5,20,13,2000
NerimaKU,6,20,13,2000
NerimaKU,10,20,13,2000
NerimaKU,11,20,13,2000
NerimaKU,12,20,13,2000
NerimaKU,12,20,13,2000
NerimaKU,3,20,12,2000
NerimaKU,8,20,12,2000
NerimaKU,9,20,12,2000
NerimaKU,9,20,12,2000
NerimaKU,11,20,12,2000
NerimaKU,3,20,11,2000
NerimaKU,5,20,11,2000
NerimaKU,5,20,11,2000
NerimaKU,8,20,11,2000
NerimaKU,8,20,11,2000
NerimaKU,12,20,11,2000
NerimaKU,13,20,11,2000
NerimaKU,10,20,10,2000
NerimaKU,11,20,10,2000
NerimaKU,11,20,10,2000
NerimaKU,3,20,9,2000
NerimaKU,7,20,8,2000
NerimaKU,7,20,8,2000
NerimaKU,7,20,8,2000
NerimaKU,10,20,8,2000
NerimaKU,10,20,8,2000
NerimaKU,13,20,8,2000
NerimaKU,16,20,8,2000
NerimaKU,8,20,1,2000
NerimaKU,0,20,29,2000
ChuoKU,2,20,20,1900
ChuoKU,2,20,17,1900
ChuoKU,4,20,17,1900
ChuoKU,3,20,16,1900
ChuoKU,5,20,16,1900
ChuoKU,2,20,15,1900
ChuoKU,4,20,15,1900
Hachioji,7,20,2,1900
NerimaKU,4,20,31,1900
NerimaKU,5,20,21,1900
NerimaKU,8,20,18,1900
NerimaKU,3,20,15,1900
NerimaKU,5,20,15,1900
NerimaKU,2,20,14,1900
NerimaKU,4,20,14,1900
NerimaKU,6,20,14,1900
NerimaKU,5,20,13,1900
NerimaKU,5,20,13,1900
NerimaKU,7,20,13,1900
NerimaKU,11,20,13,1900
NerimaKU,9,20,12,1900
NerimaKU,9,20,12,1900
NerimaKU,11,20,12,1900
NerimaKU,7,20,11,1900
NerimaKU,13,20,11,1900
NerimaKU,7,20,10,1900
NerimaKU,7,20,10,1900
NerimaKU,10,20,10,1900
NerimaKU,11,20,10,1900
NerimaKU,11,20,10,1900
NerimaKU,3,20,9,1900
NerimaKU,7,20,9,1900
NerimaKU,9,20,9,1900
NerimaKU,9,20,8,1900
NerimaKU,10,20,8,1900
NerimaKU,10,20,8,1900
NerimaKU,10,20,8,1900
NerimaKU,13,20,8,1900
NerimaKU,16,20,8,1900
NerimaKU,9,20,29,1900
ChuoKU,4,20,41,1800
ChuoKU,0,20,39,1800
ChuoKU,4,20,21,1800
ChuoKU,1,20,19,1800
ChuoKU,3,20,19,1800
ChuoKU,1,20,18,1800
ChuoKU,5,20,15,1800
Hachioji,10,20,13,1800
Hachioji,4,20,12,1800
NerimaKU,9,20,19,1800
NerimaKU,8,20,18,1800
NerimaKU,8,20,18,1800
NerimaKU,3,20,15,1800
NerimaKU,3,20,15,1800
NerimaKU,5,20,15,1800
NerimaKU,8,20,15,1800
NerimaKU,1,20,14,1800
NerimaKU,6,20,14,1800
NerimaKU,6,20,14,1800
NerimaKU,14,20,14,1800
NerimaKU,5,20,13,1800
NerimaKU,6,20,13,1800
NerimaKU,2,20,12,1800
NerimaKU,6,20,12,1800
NerimaKU,6,20,12,1800
NerimaKU,12,20,12,1800
NerimaKU,6,20,11,1800
NerimaKU,11,20,11,1800
NerimaKU,11,20,10,1800
NerimaKU,7,20,9,1800
NerimaKU,7,20,8,1800
ChuoKU,0,20,39,1700
ChuoKU,6,20,21,1700
ChuoKU,5,20,18,1700
ChuoKU,3,20,17,1700
ChuoKU,2,20,14,1700
Hachioji,10,20,13,1700
Hachioji,7,20,12,1700
Hachioji,7,20,11,1700
Hachioji,11,20,10,1700
NerimaKU,8,20,18,1700
NerimaKU,8,20,18,1700
NerimaKU,5,20,15,1700
NerimaKU,5,20,15,1700
NerimaKU,7,20,14,1700
NerimaKU,3,20,13,1700
NerimaKU,6,20,13,1700
NerimaKU,6,20,13,1700
NerimaKU,11,20,11,1700
NerimaKU,11,20,11,1700
NerimaKU,12,20,11,1700
NerimaKU,7,20,10,1700
NerimaKU,7,20,8,1700
NerimaKU,1,20,29,1700
ChuoKU,3,20,21,1600
ChuoKU,3,20,19,1600
ChuoKU,4,20,19,1600
ChuoKU,3,20,29,1600
Hachioji,9,20,13,1600
Hachioji,7,20,11,1600
NerimaKU,7,20,18,1600
NerimaKU,10,20,17,1600
NerimaKU,2,20,15,1600
NerimaKU,2,20,14,1600
NerimaKU,5,20,14,1600
NerimaKU,5,20,14,1600
NerimaKU,7,20,14,1600
NerimaKU,2,20,12,1600
NerimaKU,4,20,9,1600
NerimaKU,7,20,8,1600
NerimaKU,13,20,8,1600
NerimaKU,7,20,26,1600
NerimaKU,7,20,26,1600
ChuoKU,1,20,37,1500
ChuoKU,1,20,17,1500
ChuoKU,5,20,15,1500
Hachioji,9,20,13,1500
Hachioji,10,20,13,1500
NerimaKU,4,20,22,1500
NerimaKU,4,20,21,1500
NerimaKU,10,20,17,1500
NerimaKU,5,20,15,1500
NerimaKU,8,20,15,1500
NerimaKU,9,20,14,1500
NerimaKU,11,20,14,1500
NerimaKU,11,20,13,1500
NerimaKU,8,20,12,1500
NerimaKU,8,20,12,1500
NerimaKU,4,20,11,1500
NerimaKU,11,20,10,1500
NerimaKU,9,20,9,1500
NerimaKU,5,20,27,1500
NerimaKU,5,20,26,1500
NerimaKU,5,20,24,1500
ChuoKU,3,20,43,1400
ChuoKU,4,20,41,1400
ChuoKU,4,20,41,1400
ChuoKU,3,20,17,1400
ChuoKU,3,20,15,1400
NerimaKU,7,20,33,1400
NerimaKU,3,20,31,1400
NerimaKU,5,20,15,1400
NerimaKU,10,20,13,1400
NerimaKU,9,20,12,1400
NerimaKU,7,20,9,1400
NerimaKU,7,20,9,1400
NerimaKU,9,20,9,1400
NerimaKU,5,20,27,1400
NerimaKU,5,20,27,1400
NerimaKU,6,20,26,1400
ChuoKU,4,20,41,1300
ChuoKU,1,20,39,1300
ChuoKU,0,20,37,1300
ChuoKU,1,20,35,1300
Hachioji,6,20,11,1300
NerimaKU,7,20,32,1300
NerimaKU,4,20,31,1300
NerimaKU,9,20,19,1300
NerimaKU,4,20,14,1300
NerimaKU,10,20,13,1300
NerimaKU,11,20,13,1300
NerimaKU,1,20,29,1300
NerimaKU,11,20,29,1300
NerimaKU,5,20,27,1300
NerimaKU,5,20,27,1300
NerimaKU,5,20,27,1300
NerimaKU,3,20,23,1300
ChuoKU,5,20,41,1200
ChuoKU,3,20,38,1200
ChuoKU,0,20,37,1200
Hachioji,3,20,12,1200
NerimaKU,4,20,31,1200
NerimaKU,5,20,14,1200
NerimaKU,4,20,29,1200
NerimaKU,7,20,29,1200
NerimaKU,4,20,25,1200
NerimaKU,5,20,24,1200
NerimaKU,8,20,24,1200
ChuoKU,3,20,43,1100
ChuoKU,6,20,42,1100
NerimaKU,2,20,31,1100
NerimaKU,1,20,29,1100
NerimaKU,5,20,26,1100
Hachioji,10,20,13,1000
NerimaKU,4,20,34,1000
NerimaKU,4,20,31,1000
NerimaKU,7,20,31,1000
NerimaKU,12,20,29,1000
NerimaKU,4,20,45,990
ChuoKU,3,20,18,970
ChuoKU,1,20,17,940
Hachioji,3,20,12,920
NerimaKU,7,20,32,920
NerimaKU,3,20,23,920
Hachioji,9,20,13,910
ChuoKU,2,20,39,900
NerimaKU,12,20,32,900
NerimaKU,0,20,29,900
ChuoKU,4,20,40,800
NerimaKU,7,20,35,800
ChuoKU,3,20,16,780
NerimaKU,11,20,34,780
NerimaKU,7,20,29,780
NerimaKU,5,20,27,760
NerimaKU,9,20,29,750
NerimaKU,3,20,34,710
Hachioji,10,20,29,700
NerimaKU,7,20,32,670
NerimaKU,7,20,29,570
Hachioji,9,20,28,480
NerimaKU,7,20,32,470
NerimaKU,8,20,44,450
Hachioji,21,20,28,430
NerimaKU,11,20,34,410
Hachioji,10,20,27,400
Hachioji,21,20,28,390
Hachioji,45,20,28,320
Hachioji,13,20,31,300
Hachioji,45,20,28,260
ChuoKU,2,20,16,250
Hachioji,12,15,31,3000
ChuoKU,3,15,20,2600
ChuoKU,3,15,16,2600
ChuoKU,4,15,17,2500
ChuoKU,1,15,17,2400
ChuoKU,2,15,16,2400
ChuoKU,1,15,20,2300
ChuoKU,1,15,20,2300
ChuoKU,3,15,19,2300
ChuoKU,3,15,14,2300
ChuoKU,3,15,19,2200
ChuoKU,1,15,17,2200
ChuoKU,1,15,17,2200
ChuoKU,3,15,16,2200
ChuoKU,3,15,16,2200
ChuoKU,0,15,35,2100
ChuoKU,3,15,17,2100
ChuoKU,4,15,16,2100
ChuoKU,6,15,24,2100
ChuoKU,0,15,21,2000
ChuoKU,6,15,21,1900
ChuoKU,1,15,16,1900
ChuoKU,3,15,34,1800
ChuoKU,3,15,17,1800
NerimaKU,6,15,32,1800
NerimaKU,10,15,14,1800
ChuoKU,5,15,22,1700
ChuoKU,6,15,22,1700
ChuoKU,1,15,21,1700
ChuoKU,6,15,24,1700
NerimaKU,7,15,26,1700
ChuoKU,6,15,21,1600
NerimaKU,4,15,21,1600
NerimaKU,6,15,13,1600
NerimaKU,7,15,26,1600
ChuoKU,4,15,41,1500
ChuoKU,2,15,38,1500
NerimaKU,4,15,31,1500
NerimaKU,4,15,22,1500
NerimaKU,13,15,15,1500
NerimaKU,3,15,26,1500
NerimaKU,5,15,26,1500
NerimaKU,6,15,26,1500
NerimaKU,10,15,23,1500
ChuoKU,5,15,36,1400
NerimaKU,5,15,30,1400
NerimaKU,8,15,28,1400
NerimaKU,5,15,26,1400
NerimaKU,6,15,26,1400
NerimaKU,7,15,26,1400
ChuoKU,4,15,41,1300
ChuoKU,4,15,41,1300
ChuoKU,3,15,39,1300
ChuoKU,0,15,37,1300
NerimaKU,7,15,33,1300
NerimaKU,3,15,31,1300
NerimaKU,9,15,28,1300
ChuoKU,4,15,40,1200
NerimaKU,5,15,30,1200
NerimaKU,5,15,29,1200
NerimaKU,13,15,28,1200
NerimaKU,9,15,27,1200
NerimaKU,3,15,26,1200
NerimaKU,3,15,26,1200
ChuoKU,4,15,46,1100
ChuoKU,8,15,46,1100
ChuoKU,5,15,38,1100
ChuoKU,6,15,19,1100
NerimaKU,3,15,31,1100
NerimaKU,9,15,30,1100
NerimaKU,9,15,30,1100
NerimaKU,4,15,29,1100
NerimaKU,5,15,29,1100
NerimaKU,6,15,29,1100
NerimaKU,7,15,29,1100
NerimaKU,7,15,28,1100
NerimaKU,8,15,27,1100
NerimaKU,9,15,27,1100
ChuoKU,5,15,46,1000
NerimaKU,10,15,32,1000
NerimaKU,3,15,30,1000
NerimaKU,7,15,29,1000
NerimaKU,7,15,29,1000
NerimaKU,3,15,26,1000
NerimaKU,8,15,29,990
ChuoKU,5,15,46,980
NerimaKU,4,15,45,980
NerimaKU,8,15,29,980
NerimaKU,5,15,36,950
NerimaKU,7,15,33,950
NerimaKU,6,15,31,950
NerimaKU,6,15,32,930
NerimaKU,5,15,36,900
NerimaKU,6,15,30,900
NerimaKU,8,15,29,900
NerimaKU,8,15,23,900
NerimaKU,6,15,32,890
NerimaKU,9,15,29,890
NerimaKU,3,15,29,880
NerimaKU,8,15,27,880
NerimaKU,5,15,30,870
NerimaKU,6,15,29,870
ChuoKU,3,15,43,850
NerimaKU,12,15,30,820
ChuoKU,8,15,46,800
NerimaKU,9,15,30,800
NerimaKU,3,15,26,800
NerimaKU,10,15,28,790
NerimaKU,10,15,31,780
NerimaKU,8,15,28,770
NerimaKU,9,15,27,760
NerimaKU,15,15,30,750
NerimaKU,5,15,29,750
NerimaKU,6,15,29,750
NerimaKU,7,15,27,750
NerimaKU,5,15,36,740
ChuoKU,0,15,46,730
NerimaKU,9,15,36,730
NerimaKU,11,15,32,730
NerimaKU,2,15,29,730
NerimaKU,4,15,30,720
NerimaKU,5,15,28,720
NerimaKU,13,15,31,710
NerimaKU,15,15,30,710
ChuoKU,3,15,40,700
NerimaKU,6,15,31,700
NerimaKU,6,15,29,680
NerimaKU,5,15,30,670
NerimaKU,7,15,31,660
ChuoKU,2,15,40,600
NerimaKU,9,15,29,600
NerimaKU,4,15,28,600
NerimaKU,5,15,36,580
NerimaKU,6,15,29,580
Hachioji,12,15,33,570
Hachioji,75,15,28,520
NerimaKU,2,15,31,520
Hachioji,11,15,33,510
Hachioji,12,15,33,510
Hachioji,3,15,29,510
Hachioji,11,15,33,500
Hachioji,12,15,33,500
Hachioji,12,15,33,500
Hachioji,17,15,29,500
Hachioji,45,15,28,500
NerimaKU,6,15,29,500
NerimaKU,3,15,30,490
NerimaKU,2,15,31,470
Hachioji,3,15,29,450
NerimaKU,4,15,34,450
Hachioji,3,15,33,440
Hachioji,3,15,29,420
Hachioji,14,15,29,410
Hachioji,11,15,36,400
Hachioji,4,15,35,400
Hachioji,8,15,33,400
Hachioji,3,15,29,400
Hachioji,8,15,33,390
Hachioji,7,15,38,380
Hachioji,9,15,31,380
Hachioji,14,15,27,380
Hachioji,14,15,29,370
Hachioji,17,15,29,370
Hachioji,13,15,28,370
Hachioji,8,15,33,350
Hachioji,9,15,31,350
Hachioji,9,15,31,350
Hachioji,13,15,29,350
Hachioji,6,15,28,350
Hachioji,11,15,32,340
Hachioji,11,15,31,330
Hachioji,14,15,29,330
Hachioji,16,15,38,320
Hachioji,11,15,36,320
Hachioji,11,15,31,310
Hachioji,11,15,32,300
Hachioji,11,15,32,300
Hachioji,25,15,31,300
Hachioji,16,15,30,300
Hachioji,16,15,29,300
NerimaKU,12,15,33,300
Hachioji,6,15,33,290
Hachioji,15,15,30,290
Hachioji,13,15,31,280
Hachioji,75,15,28,280
Hachioji,9,15,31,270
Hachioji,15,15,30,270
Hachioji,14,15,29,270
Hachioji,9,15,36,260
Hachioji,16,15,32,260
Hachioji,8,15,33,250
Hachioji,9,15,31,250
Hachioji,13,15,30,250
Hachioji,75,15,28,250
Hachioji,12,15,31,240
Hachioji,13,15,29,240
Hachioji,3,15,30,220
Hachioji,45,15,32,210
Hachioji,4,15,36,200
Hachioji,11,15,36,200
Hachioji,13,15,31,200
Hachioji,20,15,27,200
NerimaKU,3,15,26,110
Hachioji,13,15,31,100
NerimaKU,2,15,31,60
Hachioji,11,15,33,51
Hachioji,11,15,33,51
Hachioji,12,15,33,51
Hachioji,12,15,33,51
Hachioji,12,15,33,51
Hachioji,12,15,33,51
Hachioji,21,15,33,51
Hachioji,11,15,33,50
Hachioji,11,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,12,15,33,50
Hachioji,13,15,33,50
Hachioji,14,15,33,50
NerimaKU,2,10,36,1100
ChuoKU,4,10,46,850
NerimaKU,2,10,36,800
ChuoKU,1,10,46,780
NerimaKU,2,10,36,680
NerimaKU,2,10,36,500
NerimaKU,7,10,24,200
